worker,duration,job,judgment,unit,wqs,wqs_initial
44044125,27.6375,1,80,80,0.147552085987,0.103990885386
44156284,93.5555555556,1,18,18,0.147625217002,0.130877816643
44102552,54.7,1,30,30,0.147681518663,0.117271114762
44278209,60.3395061728,1,162,162,0.147892633841,0.11539925963
43935088,49.6842105263,1,19,19,0.14995650673,0.0963540089361
44244900,34.6666666667,1,18,18,0.151837889892,0.114490522066
31462934,62.0,1,1,1,0.152176426839,0.151268584275
27597031,35.64,1,25,25,0.152665327133,0.0932095249089
44237949,123.380952381,1,21,21,0.152856972079,0.112162342823
44099994,22.085106383,1,47,47,0.15377932498,0.113440288202
44142811,17.0263157895,1,114,114,0.153954531293,0.108761486251
44234175,50.3047619048,1,105,105,0.154082924699,0.104558348841
43314753,40.5,1,6,6,0.154613314499,0.168072144522
32362391,131.928571429,1,14,14,0.155278873861,0.0921893122199
44244546,49.1666666667,1,24,24,0.155953101555,0.123734364183
42023252,119.0,1,12,12,0.155976149882,0.133149789633
44054204,111.16,1,50,50,0.157786159482,0.0998563088825
44132726,86.2,1,5,5,0.158442731509,0.16599470366
44189114,100.758241758,1,91,91,0.15847353995,0.121268263668
44141802,37.5384615385,1,13,13,0.159079386508,0.136001546256
44068912,69.625,1,24,24,0.159707838585,0.0981521467332
38479796,28.6866666667,1,150,150,0.160259085149,0.103275590334
44259098,78.7058823529,1,17,17,0.160311770603,0.105083381567
44049964,45.3710691824,1,159,159,0.160434202193,0.116677031694
43913997,34.75,1,4,4,0.160944566953,0.149030413701
44237591,58.5,1,4,4,0.162097011981,0.166355046466
44304949,132.857142857,1,7,7,0.162167741384,0.136493591024
44063920,63.9090909091,1,88,88,0.163328366273,0.144350450202
44038135,51.0615384615,1,195,195,0.164307344694,0.109050331147
10959404,34.78,1,100,100,0.164917007826,0.124150793336
39463195,82.4117647059,1,17,17,0.165835417669,0.13343887966
6309240,70.7,1,40,40,0.167614653842,0.127127532174
27770607,32.9230769231,1,182,182,0.168370226522,0.109617023519
44101328,203.553571429,1,56,56,0.169551288018,0.110507672414
1863467,52.1333333333,1,15,15,0.17013854984,0.109994810736
43983782,68.3727810651,1,338,338,0.170762731975,0.12861223574
39912464,71.0,1,2,2,0.170937271423,0.140859540523
36174227,77.0,1,2,2,0.170963919855,0.130371159991
44303302,175.239130435,1,46,46,0.171265441539,0.119305994016
43755034,43.2666666667,1,15,15,0.17150123353,0.130815750691
44288864,118.0,1,68,68,0.173950699269,0.150616229532
21613169,26.1044776119,1,67,67,0.174219349826,0.115008219142
43783971,36.2179487179,1,78,78,0.174810243186,0.150367679666
44180794,70.8,1,15,15,0.175057565882,0.17743760097
44088493,63.5333333333,1,15,15,0.176551994503,0.123819983658
35797102,21.8181818182,1,11,11,0.177488117491,0.113781035086
44235614,50.186440678,1,59,59,0.178284743659,0.12678671599
44038582,102.166666667,1,30,30,0.178549470166,0.158263159958
44176037,79.2380952381,1,21,21,0.179646926077,0.14251888176
14723284,28.4,1,30,30,0.180846574887,0.0959438597759
44180706,33.9090909091,1,11,11,0.181457862574,0.0701822858468
43063480,66.5283018868,1,53,53,0.181513892369,0.105544386369
24835873,32.6096256684,1,374,374,0.181730463149,0.115332075324
44326365,62.8666666667,1,15,15,0.182001142916,0.109854225593
42660466,60.625,1,8,8,0.182172178526,0.135440040717
44137551,23.5862068966,1,29,29,0.182693310193,0.22098448023
44279728,190.0,1,1,1,0.18326286331,0.172583885018
26649250,31.0,1,1,1,0.183704143965,0.173229479727
26024737,10.8723404255,1,47,47,0.184604294775,0.101559900377
24992939,22.803030303,1,66,66,0.184734725967,0.11755942772
6450759,21.0,1,29,29,0.185188302792,0.109835165633
14555684,33.0666666667,1,15,15,0.185309906846,0.124137332832
42847740,147.2,1,5,5,0.185875620303,0.137541469533
15965551,55.3026315789,1,76,76,0.186099812462,0.13654299463
44311608,32.7741935484,1,31,31,0.186299926766,0.151225375238
34534543,196.666666667,1,3,3,0.186487669799,0.124058385461
32631430,20.8,1,10,10,0.186489434064,0.0924659729058
22419688,106.5,1,2,2,0.187167949663,0.184010563802
28521374,70.5714285714,1,14,14,0.187454385793,0.169023135684
43900600,272.345971564,1,211,211,0.187592609271,0.128299106717
13842059,34.1578947368,1,19,19,0.187750586072,0.131270945901
32472208,73.5555555556,1,9,9,0.18921365615,0.151730160316
41838051,87.4418604651,1,43,43,0.189685689831,0.124403132504
44187371,38.1612903226,1,31,31,0.190409549578,0.163287449383
44248178,25.5571428571,1,140,140,0.190605138482,0.152382715654
3587109,18.0220588235,1,136,136,0.190641506762,0.126151251951
32173500,66.3333333333,1,6,6,0.193403094725,0.124690460981
43861575,18.4033149171,1,181,181,0.193658116262,0.132166202566
43645733,42.4285714286,1,7,7,0.194037816542,0.130690374174
40700258,21.6666666667,1,6,6,0.194444090761,0.1616217989
44279073,48.1596638655,1,119,119,0.194577061653,0.173485489856
44223324,56.3333333333,1,6,6,0.194692242984,0.12279529836
44215825,591.333333333,1,15,15,0.196197593978,0.136344998059
21875134,352.205479452,1,219,219,0.196772849341,0.134080263367
44116196,74.0625,1,32,32,0.198112165058,0.14021902604
43995157,58.5,1,20,20,0.198645961809,0.114732671197
44282879,48.0333333333,1,30,30,0.198742914594,0.165235891164
44043587,15.4666666667,1,45,45,0.199076654261,0.157854279225
43719192,58.5384615385,1,26,26,0.19959612681,0.174240434539
42696194,37.9333333333,1,15,15,0.19969288422,0.153302448121
41161616,94.0869565217,1,92,92,0.199777748476,0.145527923179
43517926,46.5555555556,1,18,18,0.199795704023,0.145217682963
11767390,19.7647058824,1,34,34,0.201458573313,0.150580821085
11001780,80.5,1,6,6,0.201689463883,0.15300742333
44242942,103.0,1,2,2,0.203336043215,0.172538986604
44060750,12.1875,1,16,16,0.203401749726,0.146156204191
30777913,38.3214285714,1,28,28,0.203950530822,0.164096060536
44194084,54.9473684211,1,19,19,0.204233263764,0.126687665728
